"","Canal 8 Dernier (C)","Canal 8 Moy. (C)"
"2026-05-16T06:32:55+02:00","24,478","24,473"
"2026-05-16T06:33:25+02:00","24,478","24,483"
"2026-05-16T06:33:55+02:00","24,494","24,491"
"2026-05-16T06:34:25+02:00","24,495","24,495"
"2026-05-16T06:34:55+02:00","24,502","24,499"
"2026-05-16T06:35:25+02:00","24,506","24,510"
"2026-05-16T06:35:55+02:00","24,520","24,509"
"2026-05-16T06:36:25+02:00","24,519","24,517"
"2026-05-16T06:36:55+02:00","24,519","24,517"
"2026-05-16T06:37:25+02:00","24,527","24,517"
"2026-05-16T06:37:55+02:00","24,527","24,534"
"2026-05-16T06:38:25+02:00","24,528","24,538"
"2026-05-16T06:38:55+02:00","24,539","24,537"
"2026-05-16T06:39:25+02:00","24,530","24,539"
"2026-05-16T06:39:55+02:00","24,536","24,528"
"2026-05-16T06:40:25+02:00","24,538","24,531"
"2026-05-16T06:40:55+02:00","24,540","24,532"
"2026-05-16T06:41:25+02:00","24,523","24,533"
"2026-05-16T06:41:55+02:00","24,525","24,531"
"2026-05-16T06:42:25+02:00","24,506","24,520"
"2026-05-16T06:42:55+02:00","24,504","24,508"
"2026-05-16T06:43:25+02:00","24,499","24,501"
"2026-05-16T06:43:55+02:00","24,497","24,503"
"2026-05-16T06:44:25+02:00","24,479","24,483"
"2026-05-16T06:44:55+02:00","24,459","24,476"
"2026-05-16T06:45:25+02:00","24,478","24,467"
"2026-05-16T06:45:55+02:00","24,471","24,469"
"2026-05-16T06:46:25+02:00","24,470","24,467"
"2026-05-16T06:46:55+02:00","24,481","24,469"
"2026-05-16T06:47:25+02:00","24,454","24,461"
"2026-05-16T06:47:55+02:00","24,459","24,452"
"2026-05-16T06:48:25+02:00","24,426","24,444"
"2026-05-16T06:48:55+02:00","24,441","24,437"
"2026-05-16T06:49:25+02:00","24,442","24,437"
"2026-05-16T06:49:55+02:00","24,441","24,441"
"2026-05-16T06:50:25+02:00","24,440","24,437"
"2026-05-16T06:50:55+02:00","24,422","24,436"
"2026-05-16T06:51:25+02:00","24,419","24,429"
"2026-05-16T06:51:55+02:00","24,412","24,418"
"2026-05-16T06:52:25+02:00","24,397","24,397"
"2026-05-16T06:52:55+02:00","24,385","24,389"
"2026-05-16T06:53:25+02:00","24,377","24,385"
"2026-05-16T06:53:55+02:00","24,382","24,382"
"2026-05-16T06:54:25+02:00","24,403","24,403"
"2026-05-16T06:54:55+02:00","24,377","24,389"
"2026-05-16T06:55:25+02:00","24,374","24,365"
"2026-05-16T06:55:55+02:00","24,360","24,361"
"2026-05-16T06:56:25+02:00","24,359","24,353"
"2026-05-16T06:56:55+02:00","24,350","24,347"
"2026-05-16T06:57:25+02:00","24,352","24,348"
"2026-05-16T06:57:55+02:00","24,337","24,345"
"2026-05-16T06:58:25+02:00","24,331","24,333"
"2026-05-16T06:58:55+02:00","24,338","24,325"
"2026-05-16T06:59:25+02:00","24,318","24,328"
"2026-05-16T06:59:55+02:00","24,324","24,321"
"2026-05-16T07:00:25+02:00","24,319","24,322"
"2026-05-16T07:00:55+02:00","24,336","24,325"
"2026-05-16T07:01:25+02:00","24,313","24,316"
"2026-05-16T07:01:55+02:00","24,308","24,315"
"2026-05-16T07:02:25+02:00","24,315","24,313"
"2026-05-16T07:02:55+02:00","24,315","24,315"
"2026-05-16T07:03:25+02:00","24,292","24,304"
"2026-05-16T07:03:55+02:00","24,299","24,300"
"2026-05-16T07:04:25+02:00","24,297","24,299"
"2026-05-16T07:04:55+02:00","24,314","24,304"
"2026-05-16T07:05:25+02:00","24,306","24,306"
"2026-05-16T07:05:55+02:00","24,287","24,293"
"2026-05-16T07:06:25+02:00","24,320","24,305"
"2026-05-16T07:06:55+02:00","24,311","24,316"
"2026-05-16T07:07:25+02:00","24,323","24,316"
"2026-05-16T07:07:55+02:00","24,341","24,322"
"2026-05-16T07:08:25+02:00","24,336","24,335"
"2026-05-16T07:08:55+02:00","24,346","24,339"
"2026-05-16T07:09:25+02:00","24,361","24,349"
"2026-05-16T07:09:55+02:00","24,355","24,359"
"2026-05-16T07:10:25+02:00","24,355","24,361"
"2026-05-16T07:10:55+02:00","24,354","24,358"
"2026-05-16T07:11:25+02:00","24,370","24,369"
"2026-05-16T07:11:55+02:00","24,387","24,374"
"2026-05-16T07:12:25+02:00","24,396","24,384"
"2026-05-16T07:12:55+02:00","24,415","24,400"
"2026-05-16T07:13:25+02:00","24,415","24,410"
"2026-05-16T07:13:55+02:00","24,438","24,421"
"2026-05-16T07:14:25+02:00","24,429","24,431"
"2026-05-16T07:14:55+02:00","24,453","24,443"
"2026-05-16T07:15:25+02:00","24,467","24,454"
"2026-05-16T07:15:55+02:00","24,460","24,465"
"2026-05-16T07:16:25+02:00","24,482","24,477"
"2026-05-16T07:16:55+02:00","24,478","24,478"
"2026-05-16T07:17:25+02:00","24,496","24,490"
"2026-05-16T07:17:55+02:00","24,491","24,484"
"2026-05-16T07:18:25+02:00","24,486","24,492"
"2026-05-16T07:18:55+02:00","24,490","24,492"
"2026-05-16T07:19:25+02:00","24,475","24,482"
"2026-05-16T07:19:55+02:00","24,487","24,485"
"2026-05-16T07:20:25+02:00","24,482","24,480"
"2026-05-16T07:20:55+02:00","24,467","24,481"
"2026-05-16T07:21:25+02:00","24,462","24,470"
"2026-05-16T07:21:55+02:00","24,457","24,459"
"2026-05-16T07:22:25+02:00","24,450","24,453"
"2026-05-16T07:22:55+02:00","24,446","24,447"
"2026-05-16T07:23:25+02:00","24,426","24,444"
"2026-05-16T07:23:55+02:00","24,434","24,433"
"2026-05-16T07:24:25+02:00","24,431","24,433"
"2026-05-16T07:24:55+02:00","24,425","24,436"
"2026-05-16T07:25:25+02:00","24,432","24,431"
"2026-05-16T07:25:55+02:00","24,437","24,436"
"2026-05-16T07:26:25+02:00","24,431","24,424"
"2026-05-16T07:26:55+02:00","24,410","24,416"
"2026-05-16T07:27:25+02:00","24,408","24,410"
"2026-05-16T07:27:55+02:00","24,389","24,400"
"2026-05-16T07:28:25+02:00","24,410","24,403"
"2026-05-16T07:28:55+02:00","24,407","24,403"
"2026-05-16T07:29:25+02:00","24,389","24,396"
"2026-05-16T07:29:55+02:00","24,396","24,394"
"2026-05-16T07:30:25+02:00","24,386","24,393"
"2026-05-16T07:30:55+02:00","24,379","24,385"
"2026-05-16T07:31:25+02:00","24,386","24,378"
"2026-05-16T07:31:55+02:00","24,388","24,383"
"2026-05-16T07:32:25+02:00","24,389","24,382"
"2026-05-16T07:32:55+02:00","24,387","24,384"
"2026-05-16T07:33:25+02:00","24,376","24,381"
"2026-05-16T07:33:55+02:00","24,378","24,371"
"2026-05-16T07:34:25+02:00","24,353","24,357"
"2026-05-16T07:34:55+02:00","24,366","24,357"
"2026-05-16T07:35:25+02:00","24,359","24,355"
"2026-05-16T07:35:55+02:00","24,341","24,349"
"2026-05-16T07:36:25+02:00","24,343","24,340"
"2026-05-16T07:36:55+02:00","24,356","24,341"
"2026-05-16T07:37:25+02:00","24,332","24,343"
"2026-05-16T07:37:55+02:00","24,340","24,331"
"2026-05-16T07:38:25+02:00","24,325","24,323"
"2026-05-16T07:38:55+02:00","24,322","24,316"
"2026-05-16T07:39:25+02:00","24,315","24,315"
"2026-05-16T07:39:55+02:00","24,305","24,308"
"2026-05-16T07:40:25+02:00","24,291","24,294"
"2026-05-16T07:40:55+02:00","24,295","24,297"
"2026-05-16T07:41:25+02:00","24,284","24,292"
"2026-05-16T07:41:55+02:00","24,304","24,299"
"2026-05-16T07:42:25+02:00","24,290","24,297"
"2026-05-16T07:42:55+02:00","24,292","24,293"
"2026-05-16T07:43:25+02:00","24,276","24,274"
"2026-05-16T07:43:55+02:00","24,268","24,275"
"2026-05-16T07:44:25+02:00","24,253","24,260"
"2026-05-16T07:44:55+02:00","24,260","24,257"
"2026-05-16T07:45:25+02:00","24,265","24,257"
"2026-05-16T07:45:55+02:00","24,247","24,252"
"2026-05-16T07:46:25+02:00","24,234","24,248"
"2026-05-16T07:46:55+02:00","24,255","24,251"
"2026-05-16T07:47:25+02:00","24,231","24,246"
"2026-05-16T07:47:55+02:00","24,266","24,258"
"2026-05-16T07:48:25+02:00","24,272","24,266"
"2026-05-16T07:48:55+02:00","24,276","24,274"
"2026-05-16T07:49:25+02:00","24,290","24,279"
"2026-05-16T07:49:55+02:00","24,278","24,282"
"2026-05-16T07:50:25+02:00","24,282","24,279"
"2026-05-16T07:50:55+02:00","24,284","24,282"
"2026-05-16T07:51:25+02:00","24,310","24,287"
"2026-05-16T07:51:55+02:00","24,291","24,292"
"2026-05-16T07:52:25+02:00","24,278","24,287"
"2026-05-16T07:52:55+02:00","24,293","24,287"
"2026-05-16T07:53:25+02:00","24,316","24,307"
"2026-05-16T07:53:55+02:00","24,325","24,319"
"2026-05-16T07:54:25+02:00","24,327","24,333"
"2026-05-16T07:54:55+02:00","24,338","24,346"
"2026-05-16T07:55:25+02:00","24,357","24,353"
"2026-05-16T07:55:55+02:00","24,371","24,367"
"2026-05-16T07:56:25+02:00","24,385","24,384"
"2026-05-16T07:56:55+02:00","24,378","24,388"
"2026-05-16T07:57:25+02:00","24,395","24,390"
"2026-05-16T07:57:55+02:00","24,393","24,396"
"2026-05-16T07:58:25+02:00","24,411","24,406"
"2026-05-16T07:58:55+02:00","24,420","24,422"
"2026-05-16T07:59:25+02:00","24,433","24,435"
"2026-05-16T07:59:55+02:00","24,432","24,438"
"2026-05-16T08:00:25+02:00","24,424","24,434"
"2026-05-16T08:00:55+02:00","24,438","24,432"
"2026-05-16T08:01:25+02:00","24,442","24,443"
"2026-05-16T08:01:55+02:00","24,447","24,437"
"2026-05-16T08:02:25+02:00","24,437","24,449"
"2026-05-16T08:02:55+02:00","24,437","24,435"
"2026-05-16T08:03:25+02:00","24,433","24,440"
"2026-05-16T08:03:55+02:00","24,436","24,434"
"2026-05-16T08:04:25+02:00","24,429","24,432"
"2026-05-16T08:04:55+02:00","24,427","24,427"
"2026-05-16T08:05:25+02:00","24,436","24,435"
"2026-05-16T08:05:55+02:00","24,425","24,432"
"2026-05-16T08:06:25+02:00","24,408","24,417"
"2026-05-16T08:06:55+02:00","24,417","24,409"
"2026-05-16T08:07:25+02:00","24,399","24,401"
"2026-05-16T08:07:55+02:00","24,390","24,391"
"2026-05-16T08:08:25+02:00","24,383","24,387"
"2026-05-16T08:08:55+02:00","24,380","24,391"
"2026-05-16T08:09:25+02:00","24,394","24,390"
"2026-05-16T08:09:55+02:00","24,391","24,382"
"2026-05-16T08:10:25+02:00","24,372","24,378"
"2026-05-16T08:10:55+02:00","24,379","24,373"
"2026-05-16T08:11:25+02:00","24,369","24,377"
"2026-05-16T08:11:55+02:00","24,375","24,371"
"2026-05-16T08:12:25+02:00","24,363","24,367"
"2026-05-16T08:12:55+02:00","24,362","24,360"
"2026-05-16T08:13:25+02:00","24,357","24,359"
"2026-05-16T08:13:55+02:00","24,354","24,360"
"2026-05-16T08:14:25+02:00","24,353","24,355"
"2026-05-16T08:14:55+02:00","24,344","24,344"
"2026-05-16T08:15:25+02:00","24,327","24,336"
"2026-05-16T08:15:55+02:00","24,325","24,320"
"2026-05-16T08:16:25+02:00","24,313","24,314"
"2026-05-16T08:16:55+02:00","24,310","24,312"
"2026-05-16T08:17:25+02:00","24,300","24,303"
"2026-05-16T08:17:55+02:00","24,291","24,299"
"2026-05-16T08:18:25+02:00","24,296","24,292"
"2026-05-16T08:18:55+02:00","24,280","24,283"
"2026-05-16T08:19:25+02:00","24,265","24,275"
"2026-05-16T08:19:55+02:00","24,268","24,266"
"2026-05-16T08:20:25+02:00","24,274","24,266"
"2026-05-16T08:20:55+02:00","24,264","24,274"
"2026-05-16T08:21:25+02:00","24,254","24,260"
"2026-05-16T08:21:55+02:00","24,271","24,265"
"2026-05-16T08:22:25+02:00","24,266","24,265"
"2026-05-16T08:22:55+02:00","24,274","24,267"
"2026-05-16T08:23:25+02:00","24,241","24,262"
"2026-05-16T08:23:55+02:00","24,260","24,251"
"2026-05-16T08:24:25+02:00","24,250","24,258"
"2026-05-16T08:24:55+02:00","24,234","24,249"
"2026-05-16T08:25:25+02:00","24,241","24,241"
"2026-05-16T08:25:55+02:00","24,228","24,237"
"2026-05-16T08:26:25+02:00","24,224","24,227"
"2026-05-16T08:26:55+02:00","24,229","24,229"
"2026-05-16T08:27:25+02:00","24,246","24,239"
"2026-05-16T08:27:55+02:00","24,237","24,245"
"2026-05-16T08:28:25+02:00","24,250","24,250"
"2026-05-16T08:28:55+02:00","24,260","24,257"
"2026-05-16T08:29:25+02:00","24,249","24,260"
"2026-05-16T08:29:55+02:00","24,266","24,252"
"2026-05-16T08:30:25+02:00","24,268","24,259"
"2026-05-16T08:30:55+02:00","24,243","24,255"
"2026-05-16T08:31:25+02:00","24,265","24,258"
"2026-05-16T08:31:55+02:00","24,269","24,270"
"2026-05-16T08:32:25+02:00","24,283","24,279"
"2026-05-16T08:32:55+02:00","24,302","24,285"
"2026-05-16T08:33:25+02:00","24,298","24,298"
"2026-05-16T08:33:55+02:00","24,313","24,303"
"2026-05-16T08:34:25+02:00","24,324","24,319"
"2026-05-16T08:34:55+02:00","24,351","24,339"
"2026-05-16T08:35:25+02:00","24,367","24,353"
"2026-05-16T08:35:55+02:00","24,364","24,362"
"2026-05-16T08:36:25+02:00","24,367","24,371"
"2026-05-16T08:36:55+02:00","24,392","24,382"
"2026-05-16T08:37:25+02:00","24,412","24,399"
"2026-05-16T08:37:55+02:00","24,431","24,421"
"2026-05-16T08:38:25+02:00","24,452","24,438"
"2026-05-16T08:38:55+02:00","24,460","24,451"
"2026-05-16T08:39:25+02:00","24,474","24,468"
"2026-05-16T08:39:55+02:00","24,483","24,481"
"2026-05-16T08:40:25+02:00","24,487","24,492"
"2026-05-16T08:40:55+02:00","24,496","24,489"
"2026-05-16T08:41:25+02:00","24,493","24,494"
"2026-05-16T08:41:55+02:00","24,500","24,494"
"2026-05-16T08:42:25+02:00","24,503","24,507"
"2026-05-16T08:42:55+02:00","24,522","24,515"
"2026-05-16T08:43:25+02:00","24,511","24,514"
"2026-05-16T08:43:55+02:00","24,500","24,511"
"2026-05-16T08:44:25+02:00","24,501","24,502"
"2026-05-16T08:44:55+02:00","24,520","24,511"
"2026-05-16T08:45:25+02:00","24,496","24,507"
"2026-05-16T08:45:55+02:00","24,519","24,521"
"2026-05-16T08:46:25+02:00","24,514","24,515"
"2026-05-16T08:46:55+02:00","24,506","24,508"
"2026-05-16T08:47:25+02:00","24,517","24,513"
"2026-05-16T08:47:55+02:00","24,511","24,517"
"2026-05-16T08:48:25+02:00","24,505","24,509"
"2026-05-16T08:48:55+02:00","24,494","24,506"
"2026-05-16T08:49:25+02:00","24,482","24,490"
"2026-05-16T08:49:55+02:00","24,484","24,484"
"2026-05-16T08:50:25+02:00","24,481","24,484"
"2026-05-16T08:50:55+02:00","24,484","24,479"
"2026-05-16T08:51:25+02:00","24,482","24,485"
"2026-05-16T08:51:55+02:00","24,480","24,484"
"2026-05-16T08:52:25+02:00","24,487","24,486"
"2026-05-16T08:52:55+02:00","24,484","24,485"
"2026-05-16T08:53:25+02:00","24,473","24,478"
"2026-05-16T08:53:55+02:00","24,458","24,471"
"2026-05-16T08:54:25+02:00","24,469","24,469"
"2026-05-16T08:54:55+02:00","24,466","24,466"
"2026-05-16T08:55:25+02:00","24,466","24,465"
"2026-05-16T08:55:55+02:00","24,463","24,462"
"2026-05-16T08:56:25+02:00","24,468","24,470"
"2026-05-16T08:56:55+02:00","24,471","24,470"
"2026-05-16T08:57:25+02:00","24,466","24,469"
"2026-05-16T08:57:55+02:00","24,465","24,467"
"2026-05-16T08:58:25+02:00","24,457","24,455"
"2026-05-16T08:58:55+02:00","24,457","24,461"
"2026-05-16T08:59:25+02:00","24,447","24,460"
"2026-05-16T08:59:55+02:00","24,449","24,449"
"2026-05-16T09:00:25+02:00","24,440","24,438"
"2026-05-16T09:00:55+02:00","24,425","24,429"
"2026-05-16T09:01:25+02:00","24,424","24,424"
"2026-05-16T09:01:55+02:00","24,422","24,431"
"2026-05-16T09:02:25+02:00","24,412","24,421"
"2026-05-16T09:02:55+02:00","24,434","24,417"
"2026-05-16T09:03:25+02:00","24,404","24,414"
"2026-05-16T09:03:55+02:00","24,414","24,409"
"2026-05-16T09:04:25+02:00","24,391","24,405"
"2026-05-16T09:04:55+02:00","24,390","24,399"
"2026-05-16T09:05:25+02:00","24,394","24,399"
"2026-05-16T09:05:55+02:00","24,380","24,385"
"2026-05-16T09:06:25+02:00","24,385","24,383"
"2026-05-16T09:06:55+02:00","24,368","24,378"
"2026-05-16T09:07:25+02:00","24,377","24,378"
"2026-05-16T09:07:55+02:00","24,374","24,383"
"2026-05-16T09:08:25+02:00","24,383","24,382"
"2026-05-16T09:08:55+02:00","24,392","24,394"
"2026-05-16T09:09:25+02:00","24,380","24,385"
"2026-05-16T09:09:55+02:00","24,403","24,392"
"2026-05-16T09:10:25+02:00","24,399","24,405"
"2026-05-16T09:10:55+02:00","24,393","24,392"
"2026-05-16T09:11:25+02:00","24,398","24,399"
"2026-05-16T09:11:55+02:00","24,408","24,399"
"2026-05-16T09:12:25+02:00","24,396","24,396"
"2026-05-16T09:12:55+02:00","24,397","24,401"
"2026-05-16T09:13:25+02:00","24,421","24,415"
"2026-05-16T09:13:55+02:00","24,419","24,421"
"2026-05-16T09:14:25+02:00","24,435","24,427"
"2026-05-16T09:14:55+02:00","24,435","24,439"
"2026-05-16T09:15:25+02:00","24,438","24,441"
"2026-05-16T09:15:55+02:00","24,475","24,458"
"2026-05-16T09:16:25+02:00","24,498","24,478"
"2026-05-16T09:16:55+02:00","24,493","24,490"
"2026-05-16T09:17:25+02:00","24,511","24,510"
"2026-05-16T09:17:55+02:00","24,542","24,529"
"2026-05-16T09:18:25+02:00","24,541","24,541"
"2026-05-16T09:18:55+02:00","24,561","24,558"
"2026-05-16T09:19:25+02:00","24,584","24,575"
"2026-05-16T09:19:55+02:00","24,571","24,577"
"2026-05-16T09:20:25+02:00","24,584","24,585"
"2026-05-16T09:20:55+02:00","24,604","24,600"
"2026-05-16T09:21:25+02:00","24,624","24,610"
"2026-05-16T09:21:55+02:00","24,622","24,616"
"2026-05-16T09:22:25+02:00","24,596","24,615"
"2026-05-16T09:22:55+02:00","24,618","24,614"
"2026-05-16T09:23:25+02:00","24,606","24,617"
"2026-05-16T09:23:55+02:00","24,630","24,618"
"2026-05-16T09:24:25+02:00","24,637","24,633"
"2026-05-16T09:24:55+02:00","24,646","24,643"
"2026-05-16T09:25:25+02:00","24,634","24,639"
"2026-05-16T09:25:55+02:00","24,646","24,638"
"2026-05-16T09:26:25+02:00","24,632","24,635"
"2026-05-16T09:26:55+02:00","24,633","24,641"
"2026-05-16T09:27:25+02:00","24,652","24,638"
"2026-05-16T09:27:55+02:00","24,646","24,648"
"2026-05-16T09:28:25+02:00","24,643","24,646"
"2026-05-16T09:28:55+02:00","24,619","24,633"
"2026-05-16T09:29:25+02:00","24,618","24,623"
"2026-05-16T09:29:55+02:00","24,615","24,613"
"2026-05-16T09:30:25+02:00","24,608","24,617"
"2026-05-16T09:30:55+02:00","24,610","24,617"
"2026-05-16T09:31:25+02:00","24,606","24,607"
"2026-05-16T09:31:55+02:00","24,598","24,599"
"2026-05-16T09:32:25+02:00","24,591","24,591"
"2026-05-16T09:32:55+02:00","24,600","24,600"
"2026-05-16T09:33:25+02:00","24,598","24,600"
"2026-05-16T09:33:55+02:00","24,586","24,593"
"2026-05-16T09:34:25+02:00","24,574","24,579"
"2026-05-16T09:34:55+02:00","24,572","24,577"
"2026-05-16T09:35:25+02:00","24,569","24,576"
"2026-05-16T09:35:55+02:00","24,557","24,568"
"2026-05-16T09:36:25+02:00","24,567","24,565"
"2026-05-16T09:36:55+02:00","24,578","24,569"
"2026-05-16T09:37:25+02:00","24,572","24,564"
"2026-05-16T09:37:55+02:00","24,563","24,568"
"2026-05-16T09:38:25+02:00","24,557","24,566"
"2026-05-16T09:38:55+02:00","24,562","24,563"
"2026-05-16T09:39:25+02:00","24,557","24,557"
"2026-05-16T09:39:55+02:00","24,546","24,551"
"2026-05-16T09:40:25+02:00","24,544","24,540"
"2026-05-16T09:40:55+02:00","24,530","24,538"
"2026-05-16T09:41:25+02:00","24,544","24,536"
"2026-05-16T09:41:55+02:00","24,561","24,548"
"2026-05-16T09:42:25+02:00","24,548","24,548"
"2026-05-16T09:42:55+02:00","24,547","24,543"
"2026-05-16T09:43:25+02:00","24,533","24,546"
"2026-05-16T09:43:55+02:00","24,551","24,546"
"2026-05-16T09:44:25+02:00","24,545","24,545"
"2026-05-16T09:44:55+02:00","24,537","24,549"
"2026-05-16T09:45:25+02:00","24,542","24,545"
"2026-05-16T09:45:55+02:00","24,548","24,544"
"2026-05-16T09:46:25+02:00","24,561","24,559"
"2026-05-16T09:46:55+02:00","24,559","24,562"
"2026-05-16T09:47:25+02:00","24,556","24,565"
"2026-05-16T09:47:55+02:00","24,583","24,574"
"2026-05-16T09:48:25+02:00","24,576","24,578"
"2026-05-16T09:48:55+02:00","24,587","24,587"
"2026-05-16T09:49:25+02:00","24,603","24,596"
"2026-05-16T09:49:55+02:00","24,594","24,598"
"2026-05-16T09:50:25+02:00","24,595","24,602"
"2026-05-16T09:50:55+02:00","24,620","24,603"
"2026-05-16T09:51:25+02:00","24,630","24,616"
"2026-05-16T09:51:55+02:00","24,623","24,625"
"2026-05-16T09:52:25+02:00","24,638","24,640"
"2026-05-16T09:52:55+02:00","24,650","24,644"
"2026-05-16T09:53:25+02:00","24,662","24,658"
"2026-05-16T09:53:55+02:00","24,657","24,666"
"2026-05-16T09:54:25+02:00","24,662","24,667"
"2026-05-16T09:54:55+02:00","24,695","24,682"
"2026-05-16T09:55:25+02:00","24,709","24,693"
"2026-05-16T09:55:55+02:00","24,712","24,705"
"2026-05-16T09:56:25+02:00","24,723","24,717"
"2026-05-16T09:56:55+02:00","24,720","24,722"
"2026-05-16T09:57:25+02:00","24,740","24,736"
"2026-05-16T09:57:55+02:00","24,764","24,754"
"2026-05-16T09:58:25+02:00","24,775","24,760"
"2026-05-16T09:58:55+02:00","24,766","24,765"
"2026-05-16T09:59:25+02:00","24,761","24,765"
"2026-05-16T09:59:55+02:00","24,779","24,779"
"2026-05-16T10:00:25+02:00","24,776","24,779"
"2026-05-16T10:00:55+02:00","24,787","24,788"
"2026-05-16T10:01:25+02:00","24,797","24,793"
"2026-05-16T10:01:55+02:00","24,807","24,798"
"2026-05-16T10:02:25+02:00","24,813","24,808"
"2026-05-16T10:02:55+02:00","24,807","24,801"
"2026-05-16T10:03:25+02:00","24,800","24,801"
"2026-05-16T10:03:55+02:00","24,809","24,807"
"2026-05-16T10:04:25+02:00","24,807","24,809"
"2026-05-16T10:04:55+02:00","24,802","24,805"
"2026-05-16T10:05:25+02:00","24,796","24,805"
"2026-05-16T10:05:55+02:00","24,798","24,799"
"2026-05-16T10:06:25+02:00","24,782","24,800"
"2026-05-16T10:06:55+02:00","24,788","24,792"
"2026-05-16T10:07:25+02:00","24,797","24,792"
"2026-05-16T10:07:55+02:00","24,791","24,789"
"2026-05-16T10:08:25+02:00","24,789","24,792"
"2026-05-16T10:08:55+02:00","24,771","24,779"
"2026-05-16T10:09:25+02:00","24,776","24,778"
"2026-05-16T10:09:55+02:00","24,784","24,780"
"2026-05-16T10:10:25+02:00","24,777","24,776"
"2026-05-16T10:10:55+02:00","24,779","24,776"
"2026-05-16T10:11:25+02:00","24,766","24,763"
"2026-05-16T10:11:55+02:00","24,760","24,761"
"2026-05-16T10:12:25+02:00","24,747","24,752"
"2026-05-16T10:12:55+02:00","24,748","24,750"
"2026-05-16T10:13:25+02:00","24,761","24,754"
"2026-05-16T10:13:55+02:00","24,748","24,751"
"2026-05-16T10:14:25+02:00","24,755","24,758"
"2026-05-16T10:14:55+02:00","24,756","24,754"
"2026-05-16T10:15:25+02:00","24,749","24,752"
"2026-05-16T10:15:55+02:00","24,737","24,744"
"2026-05-16T10:16:25+02:00","24,745","24,736"
"2026-05-16T10:16:55+02:00","24,740","24,740"
"2026-05-16T10:17:25+02:00","24,729","24,725"
"2026-05-16T10:17:55+02:00","24,720","24,725"
"2026-05-16T10:18:25+02:00","24,706","24,716"
"2026-05-16T10:18:55+02:00","24,698","24,699"
"2026-05-16T10:19:25+02:00","24,692","24,687"
"2026-05-16T10:19:55+02:00","24,674","24,678"
"2026-05-16T10:20:25+02:00","24,668","24,672"
"2026-05-16T10:20:55+02:00","24,667","24,668"
"2026-05-16T10:21:25+02:00","24,669","24,667"
"2026-05-16T10:21:55+02:00","24,660","24,665"
"2026-05-16T10:22:25+02:00","24,671","24,670"
"2026-05-16T10:22:55+02:00","24,660","24,666"
"2026-05-16T10:23:25+02:00","24,639","24,659"
"2026-05-16T10:23:55+02:00","24,640","24,650"
"2026-05-16T10:24:25+02:00","24,645","24,654"
"2026-05-16T10:24:55+02:00","24,662","24,654"
"2026-05-16T10:25:25+02:00","24,660","24,661"
"2026-05-16T10:25:55+02:00","24,682","24,668"
"2026-05-16T10:26:25+02:00","24,685","24,682"
"2026-05-16T10:26:55+02:00","24,701","24,688"
"2026-05-16T10:27:25+02:00","24,714","24,708"
"2026-05-16T10:27:55+02:00","24,714","24,713"
"2026-05-16T10:28:25+02:00","24,729","24,720"
"2026-05-16T10:28:55+02:00","24,710","24,720"
"2026-05-16T10:29:25+02:00","24,740","24,724"
"2026-05-16T10:29:55+02:00","24,747","24,740"
"2026-05-16T10:30:25+02:00","24,758","24,748"
"2026-05-16T10:30:55+02:00","24,755","24,758"
"2026-05-16T10:31:25+02:00","24,774","24,766"
"2026-05-16T10:31:55+02:00","24,789","24,782"
"2026-05-16T10:32:25+02:00","24,796","24,792"
"2026-05-16T10:32:55+02:00","24,805","24,806"
"2026-05-16T10:33:25+02:00","24,810","24,810"
"2026-05-16T10:33:55+02:00","24,847","24,823"
"2026-05-16T10:34:25+02:00","24,830","24,834"
"2026-05-16T10:34:55+02:00","24,848","24,844"
"2026-05-16T10:35:25+02:00","24,856","24,851"
"2026-05-16T10:35:55+02:00","24,852","24,858"
"2026-05-16T10:36:25+02:00","24,873","24,858"
"2026-05-16T10:36:55+02:00","24,867","24,870"
"2026-05-16T10:37:25+02:00","24,898","24,887"
"2026-05-16T10:37:55+02:00","24,882","24,890"
"2026-05-16T10:38:25+02:00","24,895","24,887"
"2026-05-16T10:38:55+02:00","24,910","24,895"
"2026-05-16T10:39:25+02:00","24,903","24,901"
"2026-05-16T10:39:55+02:00","24,922","24,908"
"2026-05-16T10:40:25+02:00","24,914","24,914"
"2026-05-16T10:40:55+02:00","24,913","24,919"
"2026-05-16T10:41:25+02:00","24,900","24,903"
"2026-05-16T10:41:55+02:00","24,911","24,912"
"2026-05-16T10:42:25+02:00","24,903","24,913"
"2026-05-16T10:42:55+02:00","24,920","24,912"
"2026-05-16T10:43:25+02:00","24,895","24,913"
"2026-05-16T10:43:55+02:00","24,904","24,911"
"2026-05-16T10:44:25+02:00","24,908","24,911"
"2026-05-16T10:44:55+02:00","24,906","24,909"
"2026-05-16T10:45:25+02:00","24,910","24,907"
"2026-05-16T10:45:55+02:00","24,899","24,903"
"2026-05-16T10:46:25+02:00","24,893","24,895"
"2026-05-16T10:46:55+02:00","24,900","24,893"
"2026-05-16T10:47:25+02:00","24,885","24,888"
"2026-05-16T10:47:55+02:00","24,880","24,878"
"2026-05-16T10:48:25+02:00","24,881","24,877"
"2026-05-16T10:48:55+02:00","24,869","24,874"
"2026-05-16T10:49:25+02:00","24,876","24,870"
"2026-05-16T10:49:55+02:00","24,867","24,861"
"2026-05-16T10:50:25+02:00","24,858","24,863"
"2026-05-16T10:50:55+02:00","24,857","24,861"
