"","Canal 8 Dernier (C)","Canal 8 Moy. (C)"
"2026-05-13T10:30:55+02:00","25,523","25,518"
"2026-05-13T10:31:25+02:00","25,528","25,527"
"2026-05-13T10:31:55+02:00","25,535","25,533"
"2026-05-13T10:32:25+02:00","25,533","25,535"
"2026-05-13T10:32:55+02:00","25,547","25,548"
"2026-05-13T10:33:25+02:00","25,570","25,563"
"2026-05-13T10:33:55+02:00","25,594","25,576"
"2026-05-13T10:34:25+02:00","25,592","25,588"
"2026-05-13T10:34:55+02:00","25,612","25,598"
"2026-05-13T10:35:25+02:00","25,626","25,610"
"2026-05-13T10:35:55+02:00","25,627","25,620"
"2026-05-13T10:36:25+02:00","25,627","25,633"
"2026-05-13T10:36:55+02:00","25,647","25,642"
"2026-05-13T10:37:25+02:00","25,660","25,652"
"2026-05-13T10:37:55+02:00","25,660","25,663"
"2026-05-13T10:38:25+02:00","25,664","25,665"
"2026-05-13T10:38:55+02:00","25,664","25,671"
"2026-05-13T10:39:25+02:00","25,681","25,676"
"2026-05-13T10:39:55+02:00","25,682","25,679"
"2026-05-13T10:40:25+02:00","25,685","25,686"
"2026-05-13T10:40:55+02:00","25,695","25,695"
"2026-05-13T10:41:25+02:00","25,690","25,687"
"2026-05-13T10:41:55+02:00","25,695","25,687"
"2026-05-13T10:42:25+02:00","25,670","25,685"
"2026-05-13T10:42:55+02:00","25,704","25,691"
"2026-05-13T10:43:25+02:00","25,706","25,698"
"2026-05-13T10:43:55+02:00","25,719","25,710"
"2026-05-13T10:44:25+02:00","25,706","25,722"
"2026-05-13T10:44:55+02:00","25,720","25,726"
"2026-05-13T10:45:25+02:00","25,717","25,719"
"2026-05-13T10:45:55+02:00","25,722","25,724"
"2026-05-13T10:46:25+02:00","25,724","25,725"
"2026-05-13T10:46:55+02:00","25,723","25,723"
"2026-05-13T10:47:25+02:00","25,716","25,710"
"2026-05-13T10:47:55+02:00","25,726","25,721"
"2026-05-13T10:48:25+02:00","25,716","25,713"
"2026-05-13T10:48:55+02:00","25,708","25,714"
"2026-05-13T10:49:25+02:00","25,738","25,718"
"2026-05-13T10:49:55+02:00","25,726","25,727"
"2026-05-13T10:50:25+02:00","25,714","25,725"
"2026-05-13T10:50:55+02:00","25,717","25,718"
"2026-05-13T10:51:25+02:00","25,731","25,723"
"2026-05-13T10:51:55+02:00","25,725","25,730"
"2026-05-13T10:52:25+02:00","25,725","25,725"
"2026-05-13T10:52:55+02:00","25,733","25,729"
"2026-05-13T10:53:25+02:00","25,731","25,728"
"2026-05-13T10:53:55+02:00","25,720","25,717"
"2026-05-13T10:54:25+02:00","25,746","25,735"
"2026-05-13T10:54:55+02:00","25,732","25,740"
"2026-05-13T10:55:25+02:00","25,720","25,737"
"2026-05-13T10:55:55+02:00","25,738","25,736"
"2026-05-13T10:56:25+02:00","25,748","25,747"
"2026-05-13T10:56:55+02:00","25,754","25,746"
"2026-05-13T10:57:25+02:00","25,769","25,753"
"2026-05-13T10:57:55+02:00","25,767","25,773"
"2026-05-13T10:58:25+02:00","25,767","25,769"
"2026-05-13T10:58:55+02:00","25,769","25,767"
"2026-05-13T10:59:25+02:00","25,775","25,771"
"2026-05-13T10:59:55+02:00","25,804","25,788"
"2026-05-13T11:00:25+02:00","25,811","25,802"
"2026-05-13T11:00:55+02:00","25,819","25,809"
"2026-05-13T11:01:25+02:00","25,842","25,817"
"2026-05-13T11:01:55+02:00","25,827","25,826"
"2026-05-13T11:02:25+02:00","25,839","25,835"
"2026-05-13T11:02:55+02:00","25,849","25,848"
"2026-05-13T11:03:25+02:00","25,852","25,848"
"2026-05-13T11:03:55+02:00","25,857","25,853"
"2026-05-13T11:04:25+02:00","25,868","25,867"
"2026-05-13T11:04:55+02:00","25,879","25,880"
"2026-05-13T11:05:25+02:00","25,877","25,880"
"2026-05-13T11:05:55+02:00","25,890","25,886"
"2026-05-13T11:06:25+02:00","25,889","25,891"
"2026-05-13T11:06:55+02:00","25,893","25,899"
"2026-05-13T11:07:25+02:00","25,901","25,899"
"2026-05-13T11:07:55+02:00","25,909","25,910"
"2026-05-13T11:08:25+02:00","25,924","25,919"
"2026-05-13T11:08:55+02:00","25,917","25,922"
"2026-05-13T11:09:25+02:00","25,938","25,929"
"2026-05-13T11:09:55+02:00","25,934","25,934"
"2026-05-13T11:10:25+02:00","25,927","25,925"
"2026-05-13T11:10:55+02:00","25,942","25,940"
"2026-05-13T11:11:25+02:00","25,953","25,947"
"2026-05-13T11:11:55+02:00","25,950","25,944"
"2026-05-13T11:12:25+02:00","25,946","25,952"
"2026-05-13T11:12:55+02:00","25,951","25,953"
"2026-05-13T11:13:25+02:00","25,953","25,950"
"2026-05-13T11:13:55+02:00","25,954","25,949"
"2026-05-13T11:14:25+02:00","25,946","25,945"
"2026-05-13T11:14:55+02:00","25,950","25,947"
"2026-05-13T11:15:25+02:00","25,958","25,953"
"2026-05-13T11:15:55+02:00","25,954","25,951"
"2026-05-13T11:16:25+02:00","25,933","25,945"
"2026-05-13T11:16:55+02:00","25,931","25,935"
"2026-05-13T11:17:25+02:00","25,933","25,932"
"2026-05-13T11:17:55+02:00","25,924","25,931"
"2026-05-13T11:18:25+02:00","25,919","25,932"
"2026-05-13T11:18:55+02:00","25,936","25,936"
"2026-05-13T11:19:25+02:00","25,917","25,918"
"2026-05-13T11:19:55+02:00","25,913","25,918"
"2026-05-13T11:20:25+02:00","25,917","25,909"
"2026-05-13T11:20:55+02:00","25,909","25,912"
"2026-05-13T11:21:25+02:00","25,902","25,906"
"2026-05-13T11:21:55+02:00","25,917","25,916"
"2026-05-13T11:22:25+02:00","25,895","25,906"
"2026-05-13T11:22:55+02:00","25,899","25,895"
"2026-05-13T11:23:25+02:00","25,899","25,897"
"2026-05-13T11:23:55+02:00","25,897","25,889"
"2026-05-13T11:24:25+02:00","25,892","25,895"
"2026-05-13T11:24:55+02:00","25,890","25,887"
"2026-05-13T11:25:25+02:00","25,883","25,884"
"2026-05-13T11:25:55+02:00","25,891","25,888"
"2026-05-13T11:26:25+02:00","25,887","25,887"
"2026-05-13T11:26:55+02:00","25,893","25,887"
"2026-05-13T11:27:25+02:00","25,880","25,882"
"2026-05-13T11:27:55+02:00","25,873","25,874"
"2026-05-13T11:28:25+02:00","25,877","25,876"
"2026-05-13T11:28:55+02:00","25,859","25,871"
"2026-05-13T11:29:25+02:00","25,878","25,866"
"2026-05-13T11:29:55+02:00","25,870","25,879"
"2026-05-13T11:30:25+02:00","25,887","25,879"
"2026-05-13T11:30:55+02:00","25,894","25,883"
"2026-05-13T11:31:25+02:00","25,889","25,890"
"2026-05-13T11:31:55+02:00","25,869","25,883"
"2026-05-13T11:32:25+02:00","25,864","25,873"
"2026-05-13T11:32:55+02:00","25,869","25,869"
"2026-05-13T11:33:25+02:00","25,861","25,871"
"2026-05-13T11:33:55+02:00","25,848","25,859"
"2026-05-13T11:34:25+02:00","25,859","25,853"
"2026-05-13T11:34:55+02:00","25,966","25,919"
"2026-05-13T11:35:25+02:00","26,036","26,004"
"2026-05-13T11:35:55+02:00","26,069","26,041"
"2026-05-13T11:36:25+02:00","26,064","26,067"
"2026-05-13T11:36:55+02:00","26,063","26,069"
"2026-05-13T11:37:25+02:00","26,072","26,056"
"2026-05-13T11:37:55+02:00","26,059","26,063"
"2026-05-13T11:38:25+02:00","26,074","26,066"
"2026-05-13T11:38:55+02:00","26,083","26,076"
"2026-05-13T11:39:25+02:00","26,122","26,105"
"2026-05-13T11:39:55+02:00","26,144","26,131"
"2026-05-13T11:40:25+02:00","26,142","26,140"
"2026-05-13T11:40:55+02:00","26,154","26,149"
"2026-05-13T11:41:25+02:00","26,173","26,159"
"2026-05-13T11:41:55+02:00","26,159","26,166"
"2026-05-13T11:42:25+02:00","26,182","26,170"
"2026-05-13T11:42:55+02:00","26,186","26,182"
"2026-05-13T11:43:25+02:00","26,184","26,178"
"2026-05-13T11:43:55+02:00","26,206","26,185"
"2026-05-13T11:44:25+02:00","26,197","26,198"
"2026-05-13T11:44:55+02:00","26,196","26,198"
"2026-05-13T11:45:25+02:00","26,208","26,201"
"2026-05-13T11:45:55+02:00","26,202","26,205"
"2026-05-13T11:46:25+02:00","26,203","26,201"
"2026-05-13T11:46:55+02:00","26,209","26,199"
"2026-05-13T11:47:25+02:00","26,204","26,208"
"2026-05-13T11:47:55+02:00","26,212","26,217"
"2026-05-13T11:48:25+02:00","26,200","26,203"
"2026-05-13T11:48:55+02:00","26,221","26,205"
"2026-05-13T11:49:25+02:00","26,191","26,207"
"2026-05-13T11:49:55+02:00","26,177","26,189"
"2026-05-13T11:50:25+02:00","26,172","26,177"
"2026-05-13T11:50:55+02:00","26,162","26,170"
"2026-05-13T11:51:25+02:00","26,159","26,164"
"2026-05-13T11:51:55+02:00","26,130","26,146"
"2026-05-13T11:52:25+02:00","26,119","26,130"
"2026-05-13T11:52:55+02:00","26,100","26,120"
"2026-05-13T11:53:25+02:00","26,120","26,115"
"2026-05-13T11:53:55+02:00","26,113","26,114"
"2026-05-13T11:54:25+02:00","26,091","26,107"
"2026-05-13T11:54:55+02:00","26,091","26,091"
"2026-05-13T11:55:25+02:00","26,085","26,088"
"2026-05-13T11:55:55+02:00","26,067","26,083"
"2026-05-13T11:56:25+02:00","26,083","26,078"
"2026-05-13T11:56:55+02:00","26,097","26,084"
"2026-05-13T11:57:25+02:00","26,114","26,103"
"2026-05-13T11:57:55+02:00","26,121","26,115"
"2026-05-13T11:58:25+02:00","26,145","26,134"
"2026-05-13T11:58:55+02:00","26,159","26,158"
"2026-05-13T11:59:25+02:00","26,139","26,160"
"2026-05-13T11:59:55+02:00","26,143","26,146"
"2026-05-13T12:00:25+02:00","26,120","26,136"
"2026-05-13T12:00:55+02:00","26,089","26,114"
"2026-05-13T12:01:25+02:00","26,108","26,099"
"2026-05-13T12:01:55+02:00","26,104","26,098"
"2026-05-13T12:02:25+02:00","26,086","26,092"
"2026-05-13T12:02:55+02:00","26,088","26,087"
"2026-05-13T12:03:25+02:00","26,092","26,087"
"2026-05-13T12:03:55+02:00","26,075","26,072"
"2026-05-13T12:04:25+02:00","26,057","26,064"
"2026-05-13T12:04:55+02:00","26,050","26,060"
"2026-05-13T12:05:25+02:00","26,032","26,046"
"2026-05-13T12:05:55+02:00","26,039","26,037"
"2026-05-13T12:06:25+02:00","26,035","26,028"
"2026-05-13T12:06:55+02:00","26,047","26,034"
"2026-05-13T12:07:25+02:00","26,049","26,039"
"2026-05-13T12:07:55+02:00","26,043","26,042"
"2026-05-13T12:08:25+02:00","26,050","26,055"
"2026-05-13T12:08:55+02:00","26,054","26,048"
"2026-05-13T12:09:25+02:00","26,074","26,059"
"2026-05-13T12:09:55+02:00","26,061","26,066"
"2026-05-13T12:10:25+02:00","26,062","26,069"
"2026-05-13T12:10:55+02:00","26,062","26,064"
"2026-05-13T12:11:25+02:00","26,081","26,068"
"2026-05-13T12:11:55+02:00","26,081","26,077"
"2026-05-13T12:12:25+02:00","26,051","26,064"
"2026-05-13T12:12:55+02:00","26,072","26,066"
"2026-05-13T12:13:25+02:00","26,073","26,076"
"2026-05-13T12:13:55+02:00","26,067","26,066"
"2026-05-13T12:14:25+02:00","26,098","26,082"
"2026-05-13T12:14:55+02:00","26,087","26,089"
"2026-05-13T12:15:25+02:00","26,093","26,086"
"2026-05-13T12:15:55+02:00","26,091","26,083"
"2026-05-13T12:16:25+02:00","26,099","26,097"
"2026-05-13T12:16:55+02:00","26,081","26,090"
"2026-05-13T12:17:25+02:00","26,087","26,085"
"2026-05-13T12:17:55+02:00","26,108","26,093"
"2026-05-13T12:18:25+02:00","26,082","26,098"
"2026-05-13T12:18:55+02:00","26,090","26,096"
"2026-05-13T12:19:25+02:00","26,110","26,104"
"2026-05-13T12:19:55+02:00","26,104","26,104"
"2026-05-13T12:20:25+02:00","26,085","26,099"
"2026-05-13T12:20:55+02:00","26,096","26,100"
"2026-05-13T12:21:25+02:00","26,097","26,096"
"2026-05-13T12:21:55+02:00","26,097","26,095"
"2026-05-13T12:22:25+02:00","26,095","26,098"
"2026-05-13T12:22:55+02:00","26,100","26,108"
"2026-05-13T12:23:25+02:00","26,112","26,109"
"2026-05-13T12:23:55+02:00","26,118","26,113"
"2026-05-13T12:24:25+02:00","26,119","26,120"
"2026-05-13T12:24:55+02:00","26,107","26,110"
"2026-05-13T12:25:25+02:00","26,129","26,122"
"2026-05-13T12:25:55+02:00","26,147","26,138"
"2026-05-13T12:26:25+02:00","26,155","26,147"
"2026-05-13T12:26:55+02:00","26,148","26,153"
"2026-05-13T12:27:25+02:00","26,155","26,157"
"2026-05-13T12:27:55+02:00","26,157","26,159"
"2026-05-13T12:28:25+02:00","26,155","26,151"
"2026-05-13T12:28:55+02:00","26,164","26,156"
"2026-05-13T12:29:25+02:00","26,156","26,161"
"2026-05-13T12:29:55+02:00","26,129","26,142"
"2026-05-13T12:30:25+02:00","26,147","26,134"
"2026-05-13T12:30:55+02:00","26,126","26,138"
"2026-05-13T12:31:25+02:00","26,107","26,126"
"2026-05-13T12:31:55+02:00","26,116","26,111"
"2026-05-13T12:32:25+02:00","26,104","26,119"
"2026-05-13T12:32:55+02:00","26,242","26,156"
"2026-05-13T12:33:25+02:00","26,653","26,441"
"2026-05-13T12:33:55+02:00","27,268","26,961"
"2026-05-13T12:34:25+02:00","27,960","27,628"
"2026-05-13T12:34:55+02:00","28,798","28,393"
"2026-05-13T12:35:25+02:00","29,714","29,275"
"2026-05-13T12:35:55+02:00","30,679","30,208"
"2026-05-13T12:36:25+02:00","31,797","31,237"
"2026-05-13T12:36:55+02:00","33,063","32,439"
"2026-05-13T12:37:25+02:00","34,353","33,726"
"2026-05-13T12:37:55+02:00","35,608","35,003"
"2026-05-13T12:38:25+02:00","36,815","36,233"
"2026-05-13T12:38:55+02:00","37,973","37,419"
"2026-05-13T12:39:25+02:00","39,131","38,570"
"2026-05-13T12:39:55+02:00","40,267","39,721"
"2026-05-13T12:40:25+02:00","41,415","40,860"
"2026-05-13T12:40:55+02:00","42,544","41,999"
"2026-05-13T12:41:25+02:00","43,714","43,156"
"2026-05-13T12:41:55+02:00","44,888","44,322"
"2026-05-13T12:42:25+02:00","46,053","45,495"
"2026-05-13T12:42:55+02:00","47,304","46,700"
"2026-05-13T12:43:25+02:00","48,665","47,998"
"2026-05-13T12:43:55+02:00","50,094","49,396"
"2026-05-13T12:44:25+02:00","51,505","50,833"
"2026-05-13T12:44:55+02:00","52,860","52,213"
"2026-05-13T12:45:25+02:00","54,128","53,526"
"2026-05-13T12:45:55+02:00","55,401","54,788"
"2026-05-13T12:46:25+02:00","56,637","56,036"
"2026-05-13T12:46:55+02:00","57,844","57,265"
"2026-05-13T12:47:25+02:00","59,072","58,489"
"2026-05-13T12:47:55+02:00","60,329","59,725"
"2026-05-13T12:48:25+02:00","61,562","60,960"
"2026-05-13T12:48:55+02:00","62,806","62,210"
"2026-05-13T12:49:25+02:00","64,094","63,464"
"2026-05-13T12:49:55+02:00","65,414","64,772"
"2026-05-13T12:50:25+02:00","66,841","66,149"
"2026-05-13T12:50:55+02:00","68,309","67,595"
"2026-05-13T12:51:25+02:00","69,724","69,037"
"2026-05-13T12:51:55+02:00","71,058","70,411"
"2026-05-13T12:52:25+02:00","72,335","71,714"
"2026-05-13T12:52:55+02:00","73,607","72,987"
"2026-05-13T12:53:25+02:00","74,849","74,240"
"2026-05-13T12:53:55+02:00","76,103","75,485"
"2026-05-13T12:54:25+02:00","77,388","76,758"
"2026-05-13T12:54:55+02:00","78,651","78,040"
"2026-05-13T12:55:25+02:00","79,945","79,309"
"2026-05-13T12:55:55+02:00","81,272","80,617"
"2026-05-13T12:56:25+02:00","82,609","81,949"
"2026-05-13T12:56:55+02:00","83,997","83,324"
"2026-05-13T12:57:25+02:00","85,498","84,769"
"2026-05-13T12:57:55+02:00","86,909","86,228"
"2026-05-13T12:58:25+02:00","88,251","87,605"
"2026-05-13T12:58:55+02:00","89,582","88,929"
"2026-05-13T12:59:25+02:00","90,879","90,250"
"2026-05-13T12:59:55+02:00","92,175","91,546"
"2026-05-13T13:00:25+02:00","93,443","92,823"
"2026-05-13T13:00:55+02:00","94,763","94,125"
"2026-05-13T13:01:25+02:00","96,060","95,430"
"2026-05-13T13:01:55+02:00","97,371","96,743"
"2026-05-13T13:02:25+02:00","98,711","98,063"
"2026-05-13T13:02:55+02:00","100,058","99,406"
"2026-05-13T13:03:25+02:00","101,449","100,772"
"2026-05-13T13:03:55+02:00","102,941","102,217"
"2026-05-13T13:04:25+02:00","104,365","103,676"
"2026-05-13T13:04:55+02:00","105,740","105,082"
"2026-05-13T13:05:25+02:00","107,085","106,432"
"2026-05-13T13:05:55+02:00","108,375","107,758"
"2026-05-13T13:06:25+02:00","109,683","109,073"
"2026-05-13T13:06:55+02:00","110,997","110,364"
"2026-05-13T13:07:25+02:00","112,331","111,679"
"2026-05-13T13:07:55+02:00","113,645","113,008"
"2026-05-13T13:08:25+02:00","114,972","114,331"
"2026-05-13T13:08:55+02:00","116,331","115,676"
"2026-05-13T13:09:25+02:00","117,693","117,031"
"2026-05-13T13:09:55+02:00","119,077","118,410"
"2026-05-13T13:10:25+02:00","120,525","119,818"
"2026-05-13T13:10:55+02:00","121,963","121,270"
"2026-05-13T13:11:25+02:00","123,395","122,715"
"2026-05-13T13:11:55+02:00","124,774","124,102"
"2026-05-13T13:12:25+02:00","126,129","125,470"
"2026-05-13T13:12:55+02:00","127,471","126,813"
"2026-05-13T13:13:25+02:00","128,816","128,164"
"2026-05-13T13:13:55+02:00","130,179","129,525"
"2026-05-13T13:14:25+02:00","131,537","130,882"
"2026-05-13T13:14:55+02:00","132,888","132,236"
"2026-05-13T13:15:25+02:00","134,275","133,608"
"2026-05-13T13:15:55+02:00","135,660","134,992"
"2026-05-13T13:16:25+02:00","137,048","136,373"
"2026-05-13T13:16:55+02:00","138,499","137,792"
"2026-05-13T13:17:25+02:00","139,990","139,270"
"2026-05-13T13:17:55+02:00","141,456","140,747"
"2026-05-13T13:18:25+02:00","142,876","142,183"
"2026-05-13T13:18:55+02:00","144,261","143,592"
"2026-05-13T13:19:25+02:00","145,624","144,971"
"2026-05-13T13:19:55+02:00","147,043","146,351"
"2026-05-13T13:20:25+02:00","148,453","147,756"
"2026-05-13T13:20:55+02:00","149,858","149,172"
"2026-05-13T13:21:25+02:00","151,266","150,590"
"2026-05-13T13:21:55+02:00","152,694","152,004"
"2026-05-13T13:22:25+02:00","154,121","153,435"
"2026-05-13T13:22:55+02:00","155,586","154,881"
"2026-05-13T13:23:25+02:00","157,033","156,338"
"2026-05-13T13:23:55+02:00","158,562","157,828"
"2026-05-13T13:24:25+02:00","160,059","159,337"
"2026-05-13T13:24:55+02:00","161,487","160,803"
"2026-05-13T13:25:25+02:00","162,946","162,254"
"2026-05-13T13:25:55+02:00","164,381","163,700"
"2026-05-13T13:26:25+02:00","165,834","165,142"
"2026-05-13T13:26:55+02:00","167,275","166,582"
"2026-05-13T13:27:25+02:00","168,710","168,020"
"2026-05-13T13:27:55+02:00","170,147","169,464"
"2026-05-13T13:28:25+02:00","171,578","170,903"
"2026-05-13T13:28:55+02:00","173,030","172,334"
"2026-05-13T13:29:25+02:00","174,501","173,784"
"2026-05-13T13:29:55+02:00","175,975","175,271"
"2026-05-13T13:30:25+02:00","177,495","176,761"
"2026-05-13T13:30:55+02:00","178,955","178,253"
"2026-05-13T13:31:25+02:00","180,452","179,740"
"2026-05-13T13:31:55+02:00","181,885","181,200"
"2026-05-13T13:32:25+02:00","183,336","182,652"
"2026-05-13T13:32:55+02:00","184,603","184,026"
"2026-05-13T13:33:25+02:00","185,516","185,104"
"2026-05-13T13:33:55+02:00","186,210","185,887"
"2026-05-13T13:34:25+02:00","186,655","186,445"
"2026-05-13T13:34:55+02:00","187,008","186,844"
"2026-05-13T13:35:25+02:00","187,227","187,113"
"2026-05-13T13:35:55+02:00","187,418","187,327"
"2026-05-13T13:36:25+02:00","187,543","187,480"
"2026-05-13T13:36:55+02:00","187,635","187,590"
"2026-05-13T13:37:25+02:00","187,707","187,680"
"2026-05-13T13:37:55+02:00","187,780","187,754"
"2026-05-13T13:38:25+02:00","187,848","187,817"
"2026-05-13T13:38:55+02:00","187,896","187,881"
"2026-05-13T13:39:25+02:00","187,966","187,924"
"2026-05-13T13:39:55+02:00","187,994","187,977"
"2026-05-13T13:40:25+02:00","188,012","188,003"
"2026-05-13T13:40:55+02:00","188,037","188,024"
"2026-05-13T13:41:25+02:00","188,039","188,046"
"2026-05-13T13:41:55+02:00","188,076","188,067"
"2026-05-13T13:42:25+02:00","188,092","188,081"
"2026-05-13T13:42:55+02:00","188,128","188,111"
"2026-05-13T13:43:25+02:00","188,145","188,139"
"2026-05-13T13:43:55+02:00","188,155","188,148"
"2026-05-13T13:44:25+02:00","188,178","188,169"
"2026-05-13T13:44:55+02:00","188,197","188,189"
"2026-05-13T13:45:25+02:00","188,208","188,211"
"2026-05-13T13:45:55+02:00","188,250","188,235"
"2026-05-13T13:46:25+02:00","188,271","188,260"
"2026-05-13T13:46:55+02:00","188,260","188,256"
"2026-05-13T13:47:25+02:00","188,303","188,276"
"2026-05-13T13:47:55+02:00","188,293","188,301"
"2026-05-13T13:48:25+02:00","188,335","188,317"
"2026-05-13T13:48:55+02:00","188,343","188,334"
"2026-05-13T13:49:25+02:00","188,373","188,365"
"2026-05-13T13:49:55+02:00","188,387","188,377"
"2026-05-13T13:50:25+02:00","188,388","188,384"
"2026-05-13T13:50:55+02:00","188,406","188,404"
"2026-05-13T13:51:25+02:00","188,394","188,403"
"2026-05-13T13:51:55+02:00","188,406","188,405"
"2026-05-13T13:52:25+02:00","188,435","188,430"
"2026-05-13T13:52:55+02:00","188,442","188,438"
"2026-05-13T13:53:25+02:00","188,454","188,450"
"2026-05-13T13:53:55+02:00","188,456","188,459"
"2026-05-13T13:54:25+02:00","188,476","188,476"
"2026-05-13T13:54:55+02:00","188,480","188,479"
"2026-05-13T13:55:25+02:00","188,467","188,471"
"2026-05-13T13:55:55+02:00","188,472","188,463"
"2026-05-13T13:56:25+02:00","188,460","188,460"
"2026-05-13T13:56:55+02:00","188,447","188,442"
"2026-05-13T13:57:25+02:00","188,467","188,466"
"2026-05-13T13:57:55+02:00","188,474","188,473"
"2026-05-13T13:58:25+02:00","188,482","188,482"
"2026-05-13T13:58:55+02:00","188,494","188,488"
"2026-05-13T13:59:25+02:00","188,486","188,497"
"2026-05-13T13:59:55+02:00","188,494","188,494"
"2026-05-13T14:00:25+02:00","188,528","188,510"
"2026-05-13T14:00:55+02:00","188,511","188,511"
"2026-05-13T14:01:25+02:00","188,492","188,505"
"2026-05-13T14:01:55+02:00","188,500","188,486"
"2026-05-13T14:02:25+02:00","188,489","188,500"
"2026-05-13T14:02:55+02:00","188,475","188,484"
"2026-05-13T14:03:25+02:00","188,498","188,492"
"2026-05-13T14:03:55+02:00","188,540","188,523"
"2026-05-13T14:04:25+02:00","188,544","188,540"
"2026-05-13T14:04:55+02:00","188,546","188,547"
"2026-05-13T14:05:25+02:00","188,575","188,559"
"2026-05-13T14:05:55+02:00","188,580","188,568"
"2026-05-13T14:06:25+02:00","188,571","188,570"
"2026-05-13T14:06:55+02:00","188,600","188,582"
"2026-05-13T14:07:25+02:00","188,621","188,614"
"2026-05-13T14:07:55+02:00","188,638","188,627"
"2026-05-13T14:08:25+02:00","188,630","188,632"
"2026-05-13T14:08:55+02:00","188,649","188,646"
"2026-05-13T14:09:25+02:00","188,646","188,650"
"2026-05-13T14:09:55+02:00","188,673","188,656"
"2026-05-13T14:10:25+02:00","188,688","188,680"
"2026-05-13T14:10:55+02:00","188,693","188,698"
"2026-05-13T14:11:25+02:00","188,696","188,692"
"2026-05-13T14:11:55+02:00","188,722","188,715"
"2026-05-13T14:12:25+02:00","188,705","188,710"
"2026-05-13T14:12:55+02:00","188,697","188,703"
"2026-05-13T14:13:25+02:00","188,726","188,705"
"2026-05-13T14:13:55+02:00","188,720","188,725"
"2026-05-13T14:14:25+02:00","188,726","188,728"
"2026-05-13T14:14:55+02:00","188,725","188,722"
"2026-05-13T14:15:25+02:00","188,752","188,749"
"2026-05-13T14:15:55+02:00","188,752","188,743"
"2026-05-13T14:16:25+02:00","188,716","188,730"
"2026-05-13T14:16:55+02:00","188,720","188,717"
"2026-05-13T14:17:25+02:00","188,717","188,706"
"2026-05-13T14:17:55+02:00","188,737","188,720"
"2026-05-13T14:18:25+02:00","188,731","188,730"
"2026-05-13T14:18:55+02:00","188,713","188,715"
"2026-05-13T14:19:25+02:00","188,726","188,705"
"2026-05-13T14:19:55+02:00","188,689","188,694"
"2026-05-13T14:20:25+02:00","188,689","188,684"
"2026-05-13T14:20:55+02:00","188,673","188,685"
"2026-05-13T14:21:25+02:00","188,690","188,692"
"2026-05-13T14:21:55+02:00","188,691","188,696"
"2026-05-13T14:22:25+02:00","188,708","188,701"
"2026-05-13T14:22:55+02:00","188,704","188,707"
"2026-05-13T14:23:25+02:00","188,680","188,702"
"2026-05-13T14:23:55+02:00","188,693","188,689"
"2026-05-13T14:24:25+02:00","188,665","188,691"
"2026-05-13T14:24:55+02:00","188,657","188,669"
"2026-05-13T14:25:25+02:00","188,671","188,667"
"2026-05-13T14:25:55+02:00","188,687","188,682"
"2026-05-13T14:26:25+02:00","188,670","188,682"
"2026-05-13T14:26:55+02:00","188,679","188,668"
"2026-05-13T14:27:25+02:00","188,676","188,668"
"2026-05-13T14:27:55+02:00","188,679","188,683"
"2026-05-13T14:28:25+02:00","188,654","188,673"
"2026-05-13T14:28:55+02:00","188,660","188,667"
"2026-05-13T14:29:25+02:00","188,641","188,652"
"2026-05-13T14:29:55+02:00","188,632","188,648"
"2026-05-13T14:30:25+02:00","188,654","188,646"
"2026-05-13T14:30:55+02:00","188,661","188,655"
"2026-05-13T14:31:25+02:00","188,667","188,667"
"2026-05-13T14:31:55+02:00","188,662","188,664"
"2026-05-13T14:32:25+02:00","188,650","188,660"
"2026-05-13T14:32:55+02:00","188,670","188,653"
"2026-05-13T14:33:25+02:00","188,662","188,659"
"2026-05-13T14:33:55+02:00","188,675","188,663"
"2026-05-13T14:34:25+02:00","188,683","188,672"
"2026-05-13T14:34:55+02:00","188,636","188,654"
"2026-05-13T14:35:25+02:00","188,642","188,643"
"2026-05-13T14:35:55+02:00","188,652","188,657"
"2026-05-13T14:36:25+02:00","188,647","188,648"
"2026-05-13T14:36:55+02:00","188,656","188,655"
"2026-05-13T14:37:25+02:00","188,663","188,661"
"2026-05-13T14:37:55+02:00","188,655","188,660"
"2026-05-13T14:38:25+02:00","188,678","188,673"
"2026-05-13T14:38:55+02:00","188,662","188,676"
"2026-05-13T14:39:25+02:00","188,662","188,660"
"2026-05-13T14:39:55+02:00","188,660","188,662"
"2026-05-13T14:40:25+02:00","188,685","188,665"
"2026-05-13T14:40:55+02:00","188,689","188,690"
"2026-05-13T14:41:25+02:00","188,704","188,703"
"2026-05-13T14:41:55+02:00","188,720","188,717"
"2026-05-13T14:42:25+02:00","188,728","188,733"
"2026-05-13T14:42:55+02:00","188,714","188,716"
"2026-05-13T14:43:25+02:00","188,752","188,733"
"2026-05-13T14:43:55+02:00","188,755","188,747"
"2026-05-13T14:44:25+02:00","188,722","188,743"
"2026-05-13T14:44:55+02:00","188,737","188,730"
"2026-05-13T14:45:25+02:00","188,738","188,741"
"2026-05-13T14:45:55+02:00","188,732","188,734"
"2026-05-13T14:46:25+02:00","188,734","188,732"
"2026-05-13T14:46:55+02:00","188,741","188,743"
"2026-05-13T14:47:25+02:00","188,723","188,745"
"2026-05-13T14:47:55+02:00","188,757","188,743"
"2026-05-13T14:48:25+02:00","188,751","188,743"
"2026-05-13T14:48:55+02:00","188,743","188,745"
