"","Canal 8 Dernier (C)","Canal 8 Moy. (C)"
"2026-05-12T16:12:29+02:00","169,456","171,008"
"2026-05-12T16:12:59+02:00","166,351","167,864"
"2026-05-12T16:13:29+02:00","163,350","164,797"
"2026-05-12T16:13:59+02:00","160,333","161,775"
"2026-05-12T16:14:29+02:00","157,465","158,864"
"2026-05-12T16:14:59+02:00","154,703","156,027"
"2026-05-12T16:15:29+02:00","151,995","153,296"
"2026-05-12T16:15:59+02:00","149,348","150,618"
"2026-05-12T16:16:29+02:00","146,797","148,023"
"2026-05-12T16:16:59+02:00","144,314","145,514"
"2026-05-12T16:17:29+02:00","141,872","143,063"
"2026-05-12T16:17:59+02:00","139,540","140,679"
"2026-05-12T16:18:29+02:00","137,302","138,392"
"2026-05-12T16:18:59+02:00","135,082","136,142"
"2026-05-12T16:19:29+02:00","132,908","133,956"
"2026-05-12T16:19:59+02:00","130,836","131,830"
"2026-05-12T16:20:29+02:00","128,739","129,753"
"2026-05-12T16:20:59+02:00","126,756","127,723"
"2026-05-12T16:21:29+02:00","124,815","125,756"
"2026-05-12T16:21:59+02:00","122,889","123,827"
"2026-05-12T16:22:29+02:00","121,025","121,925"
"2026-05-12T16:22:59+02:00","119,193","120,079"
"2026-05-12T16:23:29+02:00","117,407","118,284"
"2026-05-12T16:23:59+02:00","115,674","116,517"
"2026-05-12T16:24:29+02:00","113,984","114,802"
"2026-05-12T16:24:59+02:00","112,307","113,118"
"2026-05-12T16:25:29+02:00","110,667","111,459"
"2026-05-12T16:25:59+02:00","109,085","109,847"
"2026-05-12T16:26:29+02:00","107,524","108,286"
"2026-05-12T16:26:59+02:00","105,995","106,743"
"2026-05-12T16:27:29+02:00","104,524","105,230"
"2026-05-12T16:27:59+02:00","103,052","103,757"
"2026-05-12T16:28:29+02:00","101,611","102,316"
"2026-05-12T16:28:59+02:00","100,227","100,899"
"2026-05-12T16:29:29+02:00","98,859","99,521"
"2026-05-12T16:29:59+02:00","97,510","98,158"
"2026-05-12T16:30:29+02:00","96,176","96,824"
"2026-05-12T16:30:59+02:00","94,889","95,522"
"2026-05-12T16:31:29+02:00","93,616","94,248"
"2026-05-12T16:31:59+02:00","92,378","92,979"
"2026-05-12T16:32:29+02:00","91,174","91,758"
"2026-05-12T16:32:59+02:00","89,955","90,548"
"2026-05-12T16:33:29+02:00","88,802","89,354"
"2026-05-12T16:33:59+02:00","87,636","88,206"
"2026-05-12T16:34:29+02:00","86,514","87,072"
"2026-05-12T16:34:59+02:00","85,393","85,942"
"2026-05-12T16:35:29+02:00","84,318","84,835"
"2026-05-12T16:35:59+02:00","83,239","83,758"
"2026-05-12T16:36:29+02:00","82,213","82,706"
"2026-05-12T16:36:59+02:00","81,188","81,674"
"2026-05-12T16:37:29+02:00","80,205","80,678"
"2026-05-12T16:37:59+02:00","79,199","79,684"
"2026-05-12T16:38:29+02:00","78,252","78,707"
"2026-05-12T16:38:59+02:00","77,307","77,767"
"2026-05-12T16:39:29+02:00","76,380","76,831"
"2026-05-12T16:39:59+02:00","75,474","75,915"
"2026-05-12T16:40:29+02:00","74,599","75,029"
"2026-05-12T16:40:59+02:00","73,719","74,143"
"2026-05-12T16:41:29+02:00","72,874","73,286"
"2026-05-12T16:41:59+02:00","72,042","72,446"
"2026-05-12T16:42:29+02:00","71,204","71,605"
"2026-05-12T16:42:59+02:00","70,409","70,787"
"2026-05-12T16:43:29+02:00","69,622","69,997"
"2026-05-12T16:43:59+02:00","68,830","69,209"
"2026-05-12T16:44:29+02:00","68,073","68,442"
"2026-05-12T16:44:59+02:00","67,334","67,694"
"2026-05-12T16:45:29+02:00","66,612","66,958"
"2026-05-12T16:45:59+02:00","65,872","66,221"
"2026-05-12T16:46:29+02:00","65,172","65,495"
"2026-05-12T16:46:59+02:00","64,483","64,822"
"2026-05-12T16:47:29+02:00","63,792","64,128"
"2026-05-12T16:47:59+02:00","63,131","63,447"
"2026-05-12T16:48:29+02:00","62,476","62,803"
"2026-05-12T16:48:59+02:00","61,850","62,160"
"2026-05-12T16:49:29+02:00","61,212","61,517"
"2026-05-12T16:49:59+02:00","60,620","60,911"
"2026-05-12T16:50:29+02:00","60,024","60,312"
"2026-05-12T16:50:59+02:00","59,419","59,709"
"2026-05-12T16:51:29+02:00","58,862","59,128"
"2026-05-12T16:51:59+02:00","58,289","58,568"
"2026-05-12T16:52:29+02:00","57,715","57,987"
"2026-05-12T16:52:59+02:00","57,179","57,442"
"2026-05-12T16:53:29+02:00","56,643","56,906"
"2026-05-12T16:53:59+02:00","56,095","56,362"
"2026-05-12T16:54:29+02:00","55,608","55,846"
"2026-05-12T16:54:59+02:00","55,094","55,343"
"2026-05-12T16:55:29+02:00","54,603","54,840"
"2026-05-12T16:55:59+02:00","54,114","54,346"
"2026-05-12T16:56:29+02:00","53,638","53,870"
"2026-05-12T16:56:59+02:00","53,173","53,402"
"2026-05-12T16:57:29+02:00","52,717","52,931"
"2026-05-12T16:57:59+02:00","52,246","52,472"
"2026-05-12T16:58:29+02:00","51,812","52,026"
"2026-05-12T16:58:59+02:00","51,378","51,587"
"2026-05-12T16:59:29+02:00","50,946","51,159"
"2026-05-12T16:59:59+02:00","50,542","50,745"
"2026-05-12T17:00:29+02:00","50,123","50,317"
"2026-05-12T17:00:59+02:00","49,716","49,907"
"2026-05-12T17:01:29+02:00","49,322","49,517"
"2026-05-12T17:01:59+02:00","48,941","49,120"
"2026-05-12T17:02:29+02:00","48,539","48,736"
"2026-05-12T17:02:59+02:00","48,190","48,366"
"2026-05-12T17:03:29+02:00","47,825","47,996"
"2026-05-12T17:03:59+02:00","47,462","47,629"
"2026-05-12T17:04:29+02:00","47,113","47,279"
"2026-05-12T17:04:59+02:00","46,756","46,926"
"2026-05-12T17:05:29+02:00","46,401","46,566"
"2026-05-12T17:05:59+02:00","46,079","46,238"
"2026-05-12T17:06:29+02:00","45,743","45,905"
"2026-05-12T17:06:59+02:00","45,412","45,573"
"2026-05-12T17:07:29+02:00","45,118","45,255"
"2026-05-12T17:07:59+02:00","44,795","44,936"
"2026-05-12T17:08:29+02:00","44,460","44,612"
"2026-05-12T17:08:59+02:00","44,174","44,310"
"2026-05-12T17:09:29+02:00","43,863","44,015"
"2026-05-12T17:09:59+02:00","43,578","43,715"
"2026-05-12T17:10:29+02:00","43,278","43,421"
"2026-05-12T17:10:59+02:00","43,012","43,142"
"2026-05-12T17:11:29+02:00","42,716","42,859"
"2026-05-12T17:11:59+02:00","42,459","42,579"
"2026-05-12T17:12:29+02:00","42,199","42,322"
"2026-05-12T17:12:59+02:00","41,925","42,050"
"2026-05-12T17:13:29+02:00","41,684","41,792"
"2026-05-12T17:13:59+02:00","41,430","41,550"
"2026-05-12T17:14:29+02:00","41,166","41,288"
"2026-05-12T17:14:59+02:00","40,917","41,035"
"2026-05-12T17:15:29+02:00","40,682","40,800"
"2026-05-12T17:15:59+02:00","40,428","40,561"
"2026-05-12T17:16:29+02:00","40,202","40,320"
"2026-05-12T17:16:59+02:00","39,975","40,083"
"2026-05-12T17:17:29+02:00","39,751","39,862"
"2026-05-12T17:17:59+02:00","39,521","39,635"
"2026-05-12T17:18:29+02:00","39,323","39,428"
"2026-05-12T17:18:59+02:00","39,113","39,221"
"2026-05-12T17:19:29+02:00","38,914","39,011"
"2026-05-12T17:19:59+02:00","38,695","38,792"
"2026-05-12T17:20:29+02:00","38,501","38,604"
"2026-05-12T17:20:59+02:00","38,292","38,396"
"2026-05-12T17:21:29+02:00","38,123","38,199"
"2026-05-12T17:21:59+02:00","37,934","38,020"
"2026-05-12T17:22:29+02:00","37,731","37,833"
"2026-05-12T17:22:59+02:00","37,551","37,636"
"2026-05-12T17:23:29+02:00","37,407","37,471"
"2026-05-12T17:23:59+02:00","37,215","37,306"
"2026-05-12T17:24:29+02:00","37,037","37,126"
"2026-05-12T17:24:59+02:00","36,883","36,965"
"2026-05-12T17:25:29+02:00","36,737","36,807"
"2026-05-12T17:25:59+02:00","36,566","36,649"
"2026-05-12T17:26:29+02:00","36,443","36,502"
"2026-05-12T17:26:59+02:00","36,272","36,362"
"2026-05-12T17:27:29+02:00","36,137","36,199"
"2026-05-12T17:27:59+02:00","35,978","36,051"
"2026-05-12T17:28:29+02:00","35,844","35,918"
"2026-05-12T17:28:59+02:00","35,691","35,762"
"2026-05-12T17:29:29+02:00","35,557","35,620"
"2026-05-12T17:29:59+02:00","35,430","35,498"
"2026-05-12T17:30:29+02:00","35,294","35,359"
"2026-05-12T17:30:59+02:00","35,159","35,220"
"2026-05-12T17:31:29+02:00","35,055","35,104"
"2026-05-12T17:31:59+02:00","34,918","34,982"
"2026-05-12T17:32:29+02:00","34,779","34,850"
"2026-05-12T17:32:59+02:00","34,673","34,729"
"2026-05-12T17:33:29+02:00","34,537","34,606"
"2026-05-12T17:33:59+02:00","34,409","34,476"
"2026-05-12T17:34:29+02:00","34,311","34,369"
"2026-05-12T17:34:59+02:00","34,200","34,260"
"2026-05-12T17:35:29+02:00","34,069","34,135"
"2026-05-12T17:35:59+02:00","34,001","34,032"
"2026-05-12T17:36:29+02:00","33,901","33,942"
"2026-05-12T17:36:59+02:00","33,766","33,826"
"2026-05-12T17:37:29+02:00","33,692","33,725"
"2026-05-12T17:37:59+02:00","33,600","33,639"
"2026-05-12T17:38:29+02:00","33,481","33,533"
"2026-05-12T17:38:59+02:00","33,397","33,435"
"2026-05-12T17:39:29+02:00","33,281","33,336"
"2026-05-12T17:39:59+02:00","33,194","33,240"
"2026-05-12T17:40:29+02:00","33,094","33,129"
"2026-05-12T17:40:59+02:00","33,013","33,051"
"2026-05-12T17:41:29+02:00","32,923","32,961"
"2026-05-12T17:41:59+02:00","32,822","32,873"
"2026-05-12T17:42:29+02:00","32,746","32,789"
"2026-05-12T17:42:59+02:00","32,658","32,704"
"2026-05-12T17:43:29+02:00","32,591","32,618"
"2026-05-12T17:43:59+02:00","32,514","32,546"
"2026-05-12T17:44:29+02:00","32,435","32,471"
"2026-05-12T17:44:59+02:00","32,343","32,385"
"2026-05-12T17:45:29+02:00","32,270","32,311"
"2026-05-12T17:45:59+02:00","32,208","32,245"
"2026-05-12T17:46:29+02:00","32,121","32,162"
"2026-05-12T17:46:59+02:00","32,057","32,077"
"2026-05-12T17:47:29+02:00","31,979","32,022"
"2026-05-12T17:47:59+02:00","31,904","31,943"
"2026-05-12T17:48:29+02:00","31,826","31,865"
"2026-05-12T17:48:59+02:00","31,769","31,800"
"2026-05-12T17:49:29+02:00","31,678","31,729"
"2026-05-12T17:49:59+02:00","31,616","31,647"
"2026-05-12T17:50:29+02:00","31,546","31,587"
"2026-05-12T17:50:59+02:00","31,472","31,514"
"2026-05-12T17:51:29+02:00","31,399","31,436"
"2026-05-12T17:51:59+02:00","31,349","31,377"
"2026-05-12T17:52:29+02:00","31,282","31,314"
"2026-05-12T17:52:59+02:00","31,210","31,243"
"2026-05-12T17:53:29+02:00","31,153","31,177"
"2026-05-12T17:53:59+02:00","31,065","31,113"
"2026-05-12T17:54:29+02:00","31,025","31,057"
"2026-05-12T17:54:59+02:00","30,968","30,995"
"2026-05-12T17:55:29+02:00","30,910","30,946"
"2026-05-12T17:55:59+02:00","30,834","30,866"
"2026-05-12T17:56:29+02:00","30,771","30,807"
"2026-05-12T17:56:59+02:00","30,732","30,759"
"2026-05-12T17:57:29+02:00","30,674","30,703"
"2026-05-12T17:57:59+02:00","30,637","30,645"
"2026-05-12T17:58:29+02:00","30,572","30,602"
"2026-05-12T17:58:59+02:00","30,526","30,552"
"2026-05-12T17:59:29+02:00","30,474","30,498"
"2026-05-12T17:59:59+02:00","30,432","30,456"
"2026-05-12T18:00:29+02:00","30,381","30,409"
"2026-05-12T18:00:59+02:00","30,335","30,358"
"2026-05-12T18:01:29+02:00","30,306","30,313"
"2026-05-12T18:01:59+02:00","30,259","30,282"
"2026-05-12T18:02:29+02:00","30,199","30,222"
"2026-05-12T18:02:59+02:00","30,172","30,186"
"2026-05-12T18:03:29+02:00","30,123","30,151"
"2026-05-12T18:03:59+02:00","30,075","30,103"
"2026-05-12T18:04:29+02:00","30,039","30,062"
"2026-05-12T18:04:59+02:00","30,021","30,027"
"2026-05-12T18:05:29+02:00","29,966","29,998"
"2026-05-12T18:05:59+02:00","29,941","29,954"
"2026-05-12T18:06:29+02:00","29,913","29,930"
"2026-05-12T18:06:59+02:00","29,873","29,888"
"2026-05-12T18:07:29+02:00","29,834","29,851"
"2026-05-12T18:07:59+02:00","29,807","29,832"
"2026-05-12T18:08:29+02:00","29,799","29,803"
"2026-05-12T18:08:59+02:00","29,748","29,763"
"2026-05-12T18:09:29+02:00","29,731","29,734"
"2026-05-12T18:09:59+02:00","29,691","29,711"
"2026-05-12T18:10:29+02:00","29,670","29,675"
"2026-05-12T18:10:59+02:00","29,627","29,643"
"2026-05-12T18:11:29+02:00","29,613","29,628"
"2026-05-12T18:11:59+02:00","29,568","29,593"
"2026-05-12T18:12:29+02:00","29,546","29,562"
"2026-05-12T18:12:59+02:00","29,544","29,545"
"2026-05-12T18:13:29+02:00","29,500","29,517"
"2026-05-12T18:13:59+02:00","29,475","29,485"
"2026-05-12T18:14:29+02:00","29,450","29,465"
"2026-05-12T18:14:59+02:00","29,424","29,439"
"2026-05-12T18:15:29+02:00","29,399","29,406"
"2026-05-12T18:15:59+02:00","29,379","29,395"
"2026-05-12T18:16:29+02:00","29,357","29,370"
"2026-05-12T18:16:59+02:00","29,330","29,343"
"2026-05-12T18:17:29+02:00","29,316","29,332"
"2026-05-12T18:17:59+02:00","29,301","29,314"
"2026-05-12T18:18:29+02:00","29,270","29,282"
"2026-05-12T18:18:59+02:00","29,252","29,264"
"2026-05-12T18:19:29+02:00","29,225","29,238"
"2026-05-12T18:19:59+02:00","29,197","29,208"
"2026-05-12T18:20:29+02:00","29,180","29,190"
"2026-05-12T18:20:59+02:00","29,165","29,167"
"2026-05-12T18:21:29+02:00","29,127","29,144"
"2026-05-12T18:21:59+02:00","29,104","29,116"
"2026-05-12T18:22:29+02:00","29,110","29,107"
"2026-05-12T18:22:59+02:00","29,059","29,081"
"2026-05-12T18:23:29+02:00","29,018","29,044"
"2026-05-12T18:23:59+02:00","29,007","29,017"
"2026-05-12T18:24:29+02:00","28,979","28,999"
"2026-05-12T18:24:59+02:00","28,945","28,962"
"2026-05-12T18:25:29+02:00","28,940","28,948"
"2026-05-12T18:25:59+02:00","28,902","28,921"
"2026-05-12T18:26:29+02:00","28,879","28,886"
"2026-05-12T18:26:59+02:00","28,858","28,875"
"2026-05-12T18:27:29+02:00","28,823","28,850"
"2026-05-12T18:27:59+02:00","28,814","28,819"
"2026-05-12T18:28:29+02:00","28,784","28,796"
"2026-05-12T18:28:59+02:00","28,774","28,781"
"2026-05-12T18:29:29+02:00","28,753","28,763"
"2026-05-12T18:29:59+02:00","28,739","28,742"
"2026-05-12T18:30:29+02:00","28,705","28,735"
"2026-05-12T18:30:59+02:00","28,691","28,706"
"2026-05-12T18:31:29+02:00","28,671","28,675"
"2026-05-12T18:31:59+02:00","28,671","28,667"
"2026-05-12T18:32:29+02:00","28,632","28,646"
"2026-05-12T18:32:59+02:00","28,619","28,625"
"2026-05-12T18:33:29+02:00","28,590","28,607"
"2026-05-12T18:33:59+02:00","28,562","28,591"
"2026-05-12T18:34:29+02:00","28,562","28,561"
"2026-05-12T18:34:59+02:00","28,556","28,549"
"2026-05-12T18:35:29+02:00","28,531","28,532"
"2026-05-12T18:35:59+02:00","28,495","28,511"
"2026-05-12T18:36:29+02:00","28,498","28,491"
"2026-05-12T18:36:59+02:00","28,480","28,494"
"2026-05-12T18:37:29+02:00","28,462","28,470"
"2026-05-12T18:37:59+02:00","28,458","28,455"
"2026-05-12T18:38:29+02:00","28,443","28,448"
"2026-05-12T18:38:59+02:00","28,429","28,432"
"2026-05-12T18:39:29+02:00","28,396","28,410"
"2026-05-12T18:39:59+02:00","28,394","28,397"
"2026-05-12T18:40:29+02:00","28,389","28,385"
"2026-05-12T18:40:59+02:00","28,370","28,374"
"2026-05-12T18:41:29+02:00","28,361","28,364"
"2026-05-12T18:41:59+02:00","28,339","28,348"
"2026-05-12T18:42:29+02:00","28,312","28,331"
"2026-05-12T18:42:59+02:00","28,327","28,330"
"2026-05-12T18:43:29+02:00","28,327","28,332"
"2026-05-12T18:43:59+02:00","28,311","28,316"
"2026-05-12T18:44:29+02:00","28,295","28,307"
"2026-05-12T18:44:59+02:00","28,309","28,306"
"2026-05-12T18:45:29+02:00","28,280","28,290"
"2026-05-12T18:45:59+02:00","28,289","28,290"
"2026-05-12T18:46:29+02:00","28,290","28,293"
"2026-05-12T18:46:59+02:00","28,261","28,271"
"2026-05-12T18:47:29+02:00","28,262","28,261"
"2026-05-12T18:47:59+02:00","28,247","28,260"
"2026-05-12T18:48:29+02:00","28,232","28,248"
"2026-05-12T18:48:59+02:00","28,239","28,236"
"2026-05-12T18:49:29+02:00","28,228","28,233"
"2026-05-12T18:49:59+02:00","28,208","28,226"
"2026-05-12T18:50:29+02:00","28,217","28,212"
"2026-05-12T18:50:59+02:00","28,204","28,210"
"2026-05-12T18:51:29+02:00","28,183","28,199"
"2026-05-12T18:51:59+02:00","28,175","28,172"
"2026-05-12T18:52:29+02:00","28,191","28,184"
"2026-05-12T18:52:59+02:00","28,165","28,180"
"2026-05-12T18:53:29+02:00","28,153","28,165"
"2026-05-12T18:53:59+02:00","28,179","28,155"
"2026-05-12T18:54:29+02:00","28,149","28,160"
"2026-05-12T18:54:59+02:00","28,139","28,143"
"2026-05-12T18:55:29+02:00","28,155","28,137"
"2026-05-12T18:55:59+02:00","28,128","28,143"
"2026-05-12T18:56:29+02:00","28,113","28,124"
"2026-05-12T18:56:59+02:00","28,113","28,116"
"2026-05-12T18:57:29+02:00","28,109","28,116"
"2026-05-12T18:57:59+02:00","28,093","28,100"
"2026-05-12T18:58:29+02:00","28,064","28,084"
"2026-05-12T18:58:59+02:00","28,072","28,071"
"2026-05-12T18:59:29+02:00","28,062","28,063"
"2026-05-12T18:59:59+02:00","28,051","28,043"
"2026-05-12T19:00:29+02:00","28,033","28,040"
"2026-05-12T19:00:59+02:00","28,026","28,023"
"2026-05-12T19:01:29+02:00","27,985","28,003"
"2026-05-12T19:01:59+02:00","27,996","27,988"
"2026-05-12T19:02:29+02:00","27,978","27,982"
"2026-05-12T19:02:59+02:00","27,952","27,963"
"2026-05-12T19:03:29+02:00","27,937","27,946"
"2026-05-12T19:03:59+02:00","27,934","27,933"
"2026-05-12T19:04:29+02:00","27,911","27,916"
"2026-05-12T19:04:59+02:00","27,892","27,900"
"2026-05-12T19:05:29+02:00","27,876","27,881"
"2026-05-12T19:05:59+02:00","27,871","27,869"
"2026-05-12T19:06:29+02:00","27,841","27,846"
"2026-05-12T19:06:59+02:00","27,841","27,842"
"2026-05-12T19:07:29+02:00","27,825","27,828"
"2026-05-12T19:07:59+02:00","27,791","27,809"
"2026-05-12T19:08:29+02:00","27,805","27,803"
"2026-05-12T19:08:59+02:00","27,780","27,796"
"2026-05-12T19:09:29+02:00","27,769","27,773"
"2026-05-12T19:09:59+02:00","27,774","27,770"
"2026-05-12T19:10:29+02:00","27,748","27,761"
"2026-05-12T19:10:59+02:00","27,715","27,736"
"2026-05-12T19:11:29+02:00","27,730","27,727"
"2026-05-12T19:11:59+02:00","27,711","27,721"
"2026-05-12T19:12:29+02:00","27,697","27,702"
"2026-05-12T19:12:59+02:00","27,673","27,688"
"2026-05-12T19:13:29+02:00","27,675","27,684"
"2026-05-12T19:13:59+02:00","27,651","27,677"
"2026-05-12T19:14:29+02:00","27,662","27,658"
"2026-05-12T19:14:59+02:00","27,648","27,656"
"2026-05-12T19:15:29+02:00","27,633","27,650"
"2026-05-12T19:15:59+02:00","27,619","27,631"
"2026-05-12T19:16:29+02:00","27,636","27,640"
"2026-05-12T19:16:59+02:00","27,614","27,630"
"2026-05-12T19:17:29+02:00","27,608","27,608"
"2026-05-12T19:17:59+02:00","27,616","27,613"
"2026-05-12T19:18:29+02:00","27,626","27,617"
"2026-05-12T19:18:59+02:00","27,618","27,610"
"2026-05-12T19:19:29+02:00","27,611","27,609"
"2026-05-12T19:19:59+02:00","27,619","27,618"
"2026-05-12T19:20:29+02:00","27,602","27,616"
"2026-05-12T19:20:59+02:00","27,600","27,599"
"2026-05-12T19:21:29+02:00","27,598","27,607"
"2026-05-12T19:21:59+02:00","27,594","27,589"
"2026-05-12T19:22:29+02:00","27,576","27,580"
"2026-05-12T19:22:59+02:00","27,589","27,583"
"2026-05-12T19:23:29+02:00","27,584","27,585"
"2026-05-12T19:23:59+02:00","27,576","27,579"
"2026-05-12T19:24:29+02:00","27,590","27,585"
"2026-05-12T19:24:59+02:00","27,584","27,586"
"2026-05-12T19:25:29+02:00","27,563","27,573"
"2026-05-12T19:25:59+02:00","27,578","27,575"
"2026-05-12T19:26:29+02:00","27,584","27,582"
"2026-05-12T19:26:59+02:00","27,570","27,574"
"2026-05-12T19:27:29+02:00","27,582","27,579"
"2026-05-12T19:27:59+02:00","27,570","27,582"
"2026-05-12T19:28:29+02:00","27,566","27,572"
"2026-05-12T19:28:59+02:00","27,570","27,571"
"2026-05-12T19:29:29+02:00","27,560","27,569"
"2026-05-12T19:29:59+02:00","27,546","27,557"
"2026-05-12T19:30:29+02:00","27,560","27,554"
"2026-05-12T19:30:59+02:00","27,548","27,557"
"2026-05-12T19:31:29+02:00","27,538","27,539"
"2026-05-12T19:31:59+02:00","27,529","27,524"
"2026-05-12T19:32:29+02:00","27,516","27,524"
"2026-05-12T19:32:59+02:00","27,509","27,520"
"2026-05-12T19:33:29+02:00","27,492","27,495"
"2026-05-12T19:33:59+02:00","27,496","27,498"
"2026-05-12T19:34:29+02:00","27,495","27,497"
"2026-05-12T19:34:59+02:00","27,483","27,483"
"2026-05-12T19:35:29+02:00","27,466","27,474"
"2026-05-12T19:35:59+02:00","27,447","27,464"
"2026-05-12T19:36:29+02:00","27,431","27,442"
"2026-05-12T19:36:59+02:00","27,449","27,437"
"2026-05-12T19:37:29+02:00","27,433","27,439"
"2026-05-12T19:37:59+02:00","27,410","27,421"
"2026-05-12T19:38:29+02:00","27,419","27,406"
"2026-05-12T19:38:59+02:00","27,414","27,406"
"2026-05-12T19:39:29+02:00","27,378","27,387"
"2026-05-12T19:39:59+02:00","27,376","27,373"
"2026-05-12T19:40:29+02:00","27,362","27,369"
"2026-05-12T19:40:59+02:00","27,337","27,354"
"2026-05-12T19:41:29+02:00","27,335","27,339"
"2026-05-12T19:41:59+02:00","27,342","27,341"
"2026-05-12T19:42:29+02:00","27,317","27,329"
"2026-05-12T19:42:59+02:00","27,310","27,314"
"2026-05-12T19:43:29+02:00","27,289","27,300"
"2026-05-12T19:43:59+02:00","27,283","27,301"
"2026-05-12T19:44:29+02:00","27,273","27,284"
"2026-05-12T19:44:59+02:00","27,260","27,271"
"2026-05-12T19:45:29+02:00","27,270","27,279"
"2026-05-12T19:45:59+02:00","27,242","27,255"
"2026-05-12T19:46:29+02:00","27,241","27,248"
"2026-05-12T19:46:59+02:00","27,246","27,247"
"2026-05-12T19:47:29+02:00","27,217","27,226"
"2026-05-12T19:47:59+02:00","27,219","27,222"
"2026-05-12T19:48:29+02:00","27,219","27,218"
"2026-05-12T19:48:59+02:00","27,204","27,217"
"2026-05-12T19:49:29+02:00","27,221","27,212"
"2026-05-12T19:49:59+02:00","27,230","27,223"
"2026-05-12T19:50:29+02:00","27,214","27,220"
"2026-05-12T19:50:59+02:00","27,208","27,217"
"2026-05-12T19:51:29+02:00","27,221","27,218"
"2026-05-12T19:51:59+02:00","27,217","27,214"
"2026-05-12T19:52:29+02:00","27,192","27,200"
"2026-05-12T19:52:59+02:00","27,227","27,206"
"2026-05-12T19:53:29+02:00","27,211","27,212"
"2026-05-12T19:53:59+02:00","27,209","27,206"
"2026-05-12T19:54:29+02:00","27,199","27,199"
"2026-05-12T19:54:59+02:00","27,209","27,209"
"2026-05-12T19:55:29+02:00","27,194","27,203"
"2026-05-12T19:55:59+02:00","27,222","27,202"
"2026-05-12T19:56:29+02:00","27,208","27,216"
"2026-05-12T19:56:59+02:00","27,211","27,221"
"2026-05-12T19:57:29+02:00","27,209","27,209"
"2026-05-12T19:57:59+02:00","27,213","27,216"
"2026-05-12T19:58:29+02:00","27,220","27,214"
"2026-05-12T19:58:59+02:00","27,221","27,211"
"2026-05-12T19:59:29+02:00","27,229","27,215"
"2026-05-12T19:59:59+02:00","27,217","27,214"
"2026-05-12T20:00:29+02:00","27,211","27,209"
"2026-05-12T20:00:59+02:00","27,195","27,201"
"2026-05-12T20:01:29+02:00","27,188","27,204"
"2026-05-12T20:01:59+02:00","27,194","27,195"
"2026-05-12T20:02:29+02:00","27,211","27,201"
"2026-05-12T20:02:59+02:00","27,229","27,213"
"2026-05-12T20:03:29+02:00","27,201","27,207"
"2026-05-12T20:03:59+02:00","27,209","27,204"
"2026-05-12T20:04:29+02:00","27,215","27,212"
"2026-05-12T20:04:59+02:00","27,200","27,203"
"2026-05-12T20:05:29+02:00","27,201","27,196"
"2026-05-12T20:05:59+02:00","27,197","27,197"
"2026-05-12T20:06:29+02:00","27,198","27,201"
"2026-05-12T20:06:59+02:00","27,183","27,188"
"2026-05-12T20:07:29+02:00","27,190","27,192"
"2026-05-12T20:07:59+02:00","27,179","27,190"
"2026-05-12T20:08:29+02:00","27,166","27,173"
"2026-05-12T20:08:59+02:00","27,173","27,174"
"2026-05-12T20:09:29+02:00","27,167","27,169"
"2026-05-12T20:09:59+02:00","27,146","27,156"
"2026-05-12T20:10:29+02:00","27,139","27,152"
"2026-05-12T20:10:59+02:00","27,145","27,149"
"2026-05-12T20:11:29+02:00","27,120","27,127"
"2026-05-12T20:11:59+02:00","27,112","27,118"
"2026-05-12T20:12:29+02:00","27,117","27,115"
"2026-05-12T20:12:59+02:00","27,081","27,093"
"2026-05-12T20:13:29+02:00","27,089","27,079"
"2026-05-12T20:13:59+02:00","27,084","27,088"
"2026-05-12T20:14:29+02:00","27,058","27,072"
"2026-05-12T20:14:59+02:00","27,043","27,051"
"2026-05-12T20:15:29+02:00","27,051","27,056"
"2026-05-12T20:15:59+02:00","27,049","27,044"
"2026-05-12T20:16:29+02:00","27,016","27,027"
"2026-05-12T20:16:59+02:00","27,040","27,027"
"2026-05-12T20:17:29+02:00","27,008","27,025"
"2026-05-12T20:17:59+02:00","26,994","27,003"
"2026-05-12T20:18:29+02:00","26,999","26,998"
"2026-05-12T20:18:59+02:00","27,001","26,994"
"2026-05-12T20:19:29+02:00","26,968","26,976"
"2026-05-12T20:19:59+02:00","26,968","26,964"
"2026-05-12T20:20:29+02:00","26,966","26,962"
"2026-05-12T20:20:59+02:00","26,947","26,955"
"2026-05-12T20:21:29+02:00","26,960","26,948"
"2026-05-12T20:21:59+02:00","26,948","26,948"
"2026-05-12T20:22:29+02:00","26,949","26,946"
"2026-05-12T20:22:59+02:00","26,926","26,927"
"2026-05-12T20:23:29+02:00","26,925","26,925"
"2026-05-12T20:23:59+02:00","26,912","26,919"
"2026-05-12T20:24:29+02:00","26,900","26,904"
"2026-05-12T20:24:59+02:00","26,890","26,896"
"2026-05-12T20:25:29+02:00","26,894","26,890"
"2026-05-12T20:25:59+02:00","26,853","26,881"
"2026-05-12T20:26:29+02:00","26,876","26,872"
"2026-05-12T20:26:59+02:00","26,878","26,877"
"2026-05-12T20:27:29+02:00","26,858","26,870"
"2026-05-12T20:27:59+02:00","26,876","26,860"
"2026-05-12T20:28:29+02:00","26,870","26,869"
"2026-05-12T20:28:59+02:00","26,864","26,859"
"2026-05-12T20:29:29+02:00","26,853","26,857"
"2026-05-12T20:29:59+02:00","26,861","26,865"
"2026-05-12T20:30:29+02:00","26,862","26,874"
